Timestamp,How many members reside in your household?,Which services do you currently pay for across individual/separate providers?,Choice Card 1: Review the comparative Starter options. Which of these would you prefer for your household?,Choice Card 2: Review the comparative Connect options. Which of these would you prefer for your household?,Choice Card 3: Review the comparative Family Secure options. Which of these would you prefer for your household?,Choice Card 4: Review the comparative Infinite options. Which of these would you prefer for your household?,"How strongly do you agree or disagree with the following statements regarding having ONE provider for all household digital services? [I worry that if one service goes down (e.g., fiber cut), I will lose all connectivity (mobile, internet, TV) at once.]","How strongly do you agree or disagree with the following statements regarding having ONE provider for all household digital services? [Migrating numbers or installing multiple hardware units (routers, TV boxes, cameras) is too complicated and time-consuming.]",How strongly do you agree or disagree with the following statements regarding having ONE provider for all household digital services? [Consolidating will not save me significant money compared to choosing separate cheaper providers.],How strongly do you agree or disagree with the following statements regarding having ONE provider for all household digital services? [I prefer separate monthly bills because it helps me manage my expenses better than one large combined invoice.],How strongly do you agree or disagree with the following statements regarding having ONE provider for all household digital services? [I am concerned about data privacy and sharing too much household behavior data with a single telecom company.],Which adjacent benefits would make you MORE likely to bundle services under one provider? (Select all that apply),"What is the single biggest factor that would convince you to switch your entire household to a unified ecosystem (e.g., Altura Home / Airtel Black)?"
6/27/2026 16:00:23,2,"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi, Television (DTH / Cable TV / Smart Box)",Option B: Standalone Individual Services (₹758/mo total - paid separately),"Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option A: Family Secure Bundle (₹999/mo Promo - 100Mbps Fiber, 2 SIMs, Xsafe Camera, Xstream Box & Play TV, 200GB Google One)","Option A: Airtel Infinite Bundle (₹2,999/mo - 1Gbps Fiber, 4 SIMs, 3 Xsafe Cameras, Xstream Box & Play TV, 2TB Google One, Netflix/Prime)",Neutral,Disagree,Strongly Agree,Agree,Neutral,"Google One Cloud Storage (100GB to 2TB) for device backups, Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping)",More control over my data and clear privacy commitments from the provider.
6/25/2026 7:14:15,1 (Just me),"Mobile Postpaid/Prepaid SIMs, Television (DTH / Cable TV / Smart Box), Cloud Storage (e.g., Google One, iCloud)",Option B: Standalone Individual Services (₹758/mo total - paid separately),"Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option A: Family Secure Bundle (₹999/mo Promo - 100Mbps Fiber, 2 SIMs, Xsafe Camera, Xstream Box & Play TV, 200GB Google One)","Option B: Standalone Individual Services (₹3,508/mo total - paid separately)",Strongly Disagree,Disagree,Agree,Disagree,Disagree,"AI-powered Home Security Cameras with phone alerts & cloud recording, Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping), Payments Bank features offering high interest (7%) and cashback on utility bills",Better hardware quality - reliable routers and cameras that do not fail often.
7/5/2026 7:41:26,3-4,"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi, Television (DTH / Cable TV / Smart Box), Home Security (Smart CCTV Cameras)",Option B: Standalone Individual Services (₹758/mo total - paid separately),"Option B: Standalone Individual Services (₹1,298/mo total - paid separately)","Option A: Family Secure Bundle (₹999/mo Promo - 100Mbps Fiber, 2 SIMs, Xsafe Camera, Xstream Box & Play TV, 200GB Google One)","Option A: Airtel Infinite Bundle (₹2,999/mo - 1Gbps Fiber, 4 SIMs, 3 Xsafe Cameras, Xstream Box & Play TV, 2TB Google One, Netflix/Prime)",Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,"AI-powered Home Security Cameras with phone alerts & cloud recording, Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping)",Reliability first - I switch only if there is no single point of failure.
5/24/2026 9:57:43,1 (Just me),"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi, Home Security (Smart CCTV Cameras), Cloud Storage (e.g., Google One, iCloud)","Option A: Airtel Starter Bundle (₹499/mo - 1 SIM, 100GB Google One, Xstream Play)","Option B: Standalone Individual Services (₹1,298/mo total - paid separately)","Option B: Standalone Individual Services (₹2,006/mo total - paid separately)","Option B: Standalone Individual Services (₹3,508/mo total - paid separately)",Agree,Agree,Disagree,Strongly Agree,Agree,"Google One Cloud Storage (100GB to 2TB) for device backups, AI-powered Home Security Cameras with phone alerts & cloud recording","Simple installation - one visit for router, TV box and camera, not three."
5/21/2026 13:03:20,5+,"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi, Home Security (Smart CCTV Cameras)","Option A: Airtel Starter Bundle (₹499/mo - 1 SIM, 100GB Google One, Xstream Play)","Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option B: Standalone Individual Services (₹2,006/mo total - paid separately)","Option B: Standalone Individual Services (₹3,508/mo total - paid separately)",Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,"AI-powered Home Security Cameras with phone alerts & cloud recording, Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping)",Proof of network redundancy so a fibre cut doesn't blackout everything.
5/21/2026 16:38:55,3-4,"Mobile Postpaid/Prepaid SIMs, Cloud Storage (e.g., Google One, iCloud)",Option B: Standalone Individual Services (₹758/mo total - paid separately),"Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option A: Family Secure Bundle (₹999/mo Promo - 100Mbps Fiber, 2 SIMs, Xsafe Camera, Xstream Box & Play TV, 200GB Google One)","Option B: Standalone Individual Services (₹3,508/mo total - paid separately)",Strongly Agree,Neutral,Neutral,Disagree,Agree,"Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping), Payments Bank features offering high interest (7%) and cashback on utility bills",More control over my data and clear privacy commitments from the provider.
6/7/2026 13:40:08,3-4,"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi",Option B: Standalone Individual Services (₹758/mo total - paid separately),"Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option B: Standalone Individual Services (₹2,006/mo total - paid separately)","Option B: Standalone Individual Services (₹3,508/mo total - paid separately)",Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,"Google One Cloud Storage (100GB to 2TB) for device backups, Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Payments Bank features offering high interest (7%) and cashback on utility bills",Assurance that mobile stays live even if the home fibre line fails.
7/8/2026 10:23:46,1 (Just me),"Home Broadband WiFi, Cloud Storage (e.g., Google One, iCloud)","Option A: Airtel Starter Bundle (₹499/mo - 1 SIM, 100GB Google One, Xstream Play)","Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option A: Family Secure Bundle (₹999/mo Promo - 100Mbps Fiber, 2 SIMs, Xsafe Camera, Xstream Box & Play TV, 200GB Google One)","Option B: Standalone Individual Services (₹3,508/mo total - paid separately)",Strongly Agree,Agree,Strongly Disagree,Agree,Agree,"Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping)",Less onboarding fatigue - one appointment instead of juggling multiple technicians.
7/3/2026 17:54:23,5+,"Mobile Postpaid/Prepaid SIMs, Television (DTH / Cable TV / Smart Box), Cloud Storage (e.g., Google One, iCloud)","Option A: Airtel Starter Bundle (₹499/mo - 1 SIM, 100GB Google One, Xstream Play)","Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option B: Standalone Individual Services (₹2,006/mo total - paid separately)","Option B: Standalone Individual Services (₹3,508/mo total - paid separately)",Neutral,Agree,Strongly Disagree,Disagree,Disagree,AI-powered Home Security Cameras with phone alerts & cloud recording,"No more fearing one outage kills internet, calls and TV together."
5/31/2026 7:24:25,3-4,"Mobile Postpaid/Prepaid SIMs, Home Security (Smart CCTV Cameras)","Option A: Airtel Starter Bundle (₹499/mo - 1 SIM, 100GB Google One, Xstream Play)","Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option A: Family Secure Bundle (₹999/mo Promo - 100Mbps Fiber, 2 SIMs, Xsafe Camera, Xstream Box & Play TV, 200GB Google One)","Option A: Airtel Infinite Bundle (₹2,999/mo - 1Gbps Fiber, 4 SIMs, 3 Xsafe Cameras, Xstream Box & Play TV, 2TB Google One, Netflix/Prime)",Strongly Agree,Neutral,Neutral,Agree,Neutral,"AI-powered Home Security Cameras with phone alerts & cloud recording, Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Payments Bank features offering high interest (7%) and cashback on utility bills",Better hardware quality - reliable routers and cameras that do not fail often.
7/15/2026 18:54:52,3-4,Home Security (Smart CCTV Cameras),Option B: Standalone Individual Services (₹758/mo total - paid separately),"Option B: Standalone Individual Services (₹1,298/mo total - paid separately)","Option A: Family Secure Bundle (₹999/mo Promo - 100Mbps Fiber, 2 SIMs, Xsafe Camera, Xstream Box & Play TV, 200GB Google One)","Option A: Airtel Infinite Bundle (₹2,999/mo - 1Gbps Fiber, 4 SIMs, 3 Xsafe Cameras, Xstream Box & Play TV, 2TB Google One, Netflix/Prime)",Neutral,Strongly Disagree,Strongly Agree,Disagree,Neutral,"Google One Cloud Storage (100GB to 2TB) for device backups, Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping), Payments Bank features offering high interest (7%) and cashback on utility bills",Assurance that mobile stays live even if the home fibre line fails.
6/29/2026 7:35:58,2,"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi, Television (DTH / Cable TV / Smart Box)",Option B: Standalone Individual Services (₹758/mo total - paid separately),"Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option A: Family Secure Bundle (₹999/mo Promo - 100Mbps Fiber, 2 SIMs, Xsafe Camera, Xstream Box & Play TV, 200GB Google One)","Option B: Standalone Individual Services (₹3,508/mo total - paid separately)",Strongly Disagree,Agree,Disagree,Neutral,Disagree,"AI-powered Home Security Cameras with phone alerts & cloud recording, Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping)",Trust that one outage won't silence my entire household connectivity.
5/25/2026 17:08:59,1 (Just me),"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi",Option B: Standalone Individual Services (₹758/mo total - paid separately),"Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option B: Standalone Individual Services (₹2,006/mo total - paid separately)","Option B: Standalone Individual Services (₹3,508/mo total - paid separately)",Neutral,Strongly Disagree,Disagree,Strongly Agree,Agree,"Google One Cloud Storage (100GB to 2TB) for device backups, AI-powered Home Security Cameras with phone alerts & cloud recording, Autopay Discount (e.g., direct savings of ₹50 on every monthly bill)",Reduce the friction of porting my number and re-installing hardware.
7/14/2026 16:33:24,5+,"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi, Home Security (Smart CCTV Cameras), Cloud Storage (e.g., Google One, iCloud)",Option B: Standalone Individual Services (₹758/mo total - paid separately),"Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option B: Standalone Individual Services (₹2,006/mo total - paid separately)","Option A: Airtel Infinite Bundle (₹2,999/mo - 1Gbps Fiber, 4 SIMs, 3 Xsafe Cameras, Xstream Box & Play TV, 2TB Google One, Netflix/Prime)",Neutral,Agree,Agree,Disagree,Neutral,"Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping)","Loyalty rewards and cashback that make me feel valued, not just billed."
6/2/2026 18:21:09,5+,"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi, Television (DTH / Cable TV / Smart Box)","Option A: Airtel Starter Bundle (₹499/mo - 1 SIM, 100GB Google One, Xstream Play)","Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option B: Standalone Individual Services (₹2,006/mo total - paid separately)","Option A: Airtel Infinite Bundle (₹2,999/mo - 1Gbps Fiber, 4 SIMs, 3 Xsafe Cameras, Xstream Box & Play TV, 2TB Google One, Netflix/Prime)",Neutral,Disagree,Disagree,Strongly Disagree,Neutral,"AI-powered Home Security Cameras with phone alerts & cloud recording, Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping)",No SIM porting delay or paperwork hassle during the switch.
7/14/2026 11:39:43,1 (Just me),"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi",Option B: Standalone Individual Services (₹758/mo total - paid separately),"Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option B: Standalone Individual Services (₹2,006/mo total - paid separately)","Option B: Standalone Individual Services (₹3,508/mo total - paid separately)",Disagree,Agree,Neutral,Disagree,Disagree,AI-powered Home Security Cameras with phone alerts & cloud recording,One simple bill so I can actually see where my money goes.
6/29/2026 9:13:46,3-4,"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi, Television (DTH / Cable TV / Smart Box)","Option A: Airtel Starter Bundle (₹499/mo - 1 SIM, 100GB Google One, Xstream Play)","Option B: Standalone Individual Services (₹1,298/mo total - paid separately)","Option B: Standalone Individual Services (₹2,006/mo total - paid separately)","Option B: Standalone Individual Services (₹3,508/mo total - paid separately)",Neutral,Agree,Neutral,Neutral,Strongly Disagree,"Google One Cloud Storage (100GB to 2TB) for device backups, Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Payments Bank features offering high interest (7%) and cashback on utility bills","No more fearing one outage kills internet, calls and TV together."
5/26/2026 7:25:54,3-4,"Mobile Postpaid/Prepaid SIMs, Television (DTH / Cable TV / Smart Box), Home Security (Smart CCTV Cameras), Cloud Storage (e.g., Google One, iCloud)","Option A: Airtel Starter Bundle (₹499/mo - 1 SIM, 100GB Google One, Xstream Play)","Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option A: Family Secure Bundle (₹999/mo Promo - 100Mbps Fiber, 2 SIMs, Xsafe Camera, Xstream Box & Play TV, 200GB Google One)","Option A: Airtel Infinite Bundle (₹2,999/mo - 1Gbps Fiber, 4 SIMs, 3 Xsafe Cameras, Xstream Box & Play TV, 2TB Google One, Netflix/Prime)",Neutral,Agree,Strongly Agree,Neutral,Agree,Google One Cloud Storage (100GB to 2TB) for device backups,Clear billing with absolutely no hidden fees buried in the fine print.
7/2/2026 10:50:57,3-4,"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi, Cloud Storage (e.g., Google One, iCloud)",Option B: Standalone Individual Services (₹758/mo total - paid separately),"Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option A: Family Secure Bundle (₹999/mo Promo - 100Mbps Fiber, 2 SIMs, Xsafe Camera, Xstream Box & Play TV, 200GB Google One)","Option A: Airtel Infinite Bundle (₹2,999/mo - 1Gbps Fiber, 4 SIMs, 3 Xsafe Cameras, Xstream Box & Play TV, 2TB Google One, Netflix/Prime)",Agree,Neutral,Agree,Disagree,Strongly Disagree,"Google One Cloud Storage (100GB to 2TB) for device backups, AI-powered Home Security Cameras with phone alerts & cloud recording, Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping), Payments Bank features offering high interest (7%) and cashback on utility bills",A backup connection so a single fault never causes a total blackout.
7/15/2026 14:04:24,1 (Just me),"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi","Option A: Airtel Starter Bundle (₹499/mo - 1 SIM, 100GB Google One, Xstream Play)","Option B: Standalone Individual Services (₹1,298/mo total - paid separately)","Option A: Family Secure Bundle (₹999/mo Promo - 100Mbps Fiber, 2 SIMs, Xsafe Camera, Xstream Box & Play TV, 200GB Google One)","Option B: Standalone Individual Services (₹3,508/mo total - paid separately)",Strongly Agree,Disagree,Neutral,Neutral,Strongly Agree,"AI-powered Home Security Cameras with phone alerts & cloud recording, Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping)","Guaranteed uptime - I need to know an outage won't take down my WiFi, mobile and TV all at once."
7/8/2026 11:39:26,2,Home Broadband WiFi,"Option A: Airtel Starter Bundle (₹499/mo - 1 SIM, 100GB Google One, Xstream Play)","Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option A: Family Secure Bundle (₹999/mo Promo - 100Mbps Fiber, 2 SIMs, Xsafe Camera, Xstream Box & Play TV, 200GB Google One)","Option A: Airtel Infinite Bundle (₹2,999/mo - 1Gbps Fiber, 4 SIMs, 3 Xsafe Cameras, Xstream Box & Play TV, 2TB Google One, Netflix/Prime)",Strongly Agree,Agree,Agree,Agree,Disagree,"Google One Cloud Storage (100GB to 2TB) for device backups, AI-powered Home Security Cameras with phone alerts & cloud recording, Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping)",I want a trust guarantee - compensation if all services go down together.
5/29/2026 19:01:40,3-4,"Mobile Postpaid/Prepaid SIMs, Home Broadband WiFi, Cloud Storage (e.g., Google One, iCloud)","Option A: Airtel Starter Bundle (₹499/mo - 1 SIM, 100GB Google One, Xstream Play)","Option A: Airtel Connect Bundle (₹999/mo - 40Mbps Fiber, 1 SIM, Xstream Box & Play TV)","Option A: Family Secure Bundle (₹999/mo Promo - 100Mbps Fiber, 2 SIMs, Xsafe Camera, Xstream Box & Play TV, 200GB Google One)","Option B: Standalone Individual Services (₹3,508/mo total - paid separately)",Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,"Google One Cloud Storage (100GB to 2TB) for device backups, Autopay Discount (e.g., direct savings of ₹50 on every monthly bill), Loyalty Reward Points (e.g., Thanks Coins redeemable for OTT/shopping), Payments Bank features offering high interest (7%) and cashback on utility bills","Simple installation - one visit for router, TV box and camera, not three."
